location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours
ES1370A,Granada,ES,o3,66.0,2020-02-27 06:00:00 UTC,µg/m³,EEA Spain,36.743120000000005,-3.5173,1.0
Arvin - Di Giorgio S,KERN,US,o3,0.033,2019-12-01 19:00:00 UTC,ppm,AirNow,35.23918,-118.78863,1.0
"Teri Gram, Gurugram - HSPCB",Gurugram,IN,so2,23.53,2020-04-07 13:45:00 UTC,µg/m³,caaqm,28.4275,77.1465,0.25
Hull Freetown,Hull,GB,o3,69.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,53.748780000000004,-0.34122199999999997,8.0
"Collectorate, Jodhpur - RSPCB",Jodhpur,IN,pm10,122.4,2020-04-07 20:45:00 UTC,µg/m³,caaqm,26.26825,73.01939,0.25
"MED-BEME - Medellin, Belén - I.E Pedro Justo Berrio",Medellin,CO,pm25,7.48089,2020-04-07 21:00:00 UTC,µg/m³,Medellin,6.237234,-75.610466,1.0
Toufen,Chu-Miao,TW,pm10,24.0,2020-04-07 21:00:00 UTC,µg/m³,Taiwan,24.696968,120.898575,1.0
Horn Point,DORCHESTER,US,co,0.15,2018-01-02 13:00:00 UTC,ppm,AirNow,38.5876,-76.1408,1.0
Lee HS,DUVAL,US,co,0.0,2017-12-21 09:00:00 UTC,ppm,AirNow,30.308535,-81.70555999999999,1.0
Frederick Airport,Washington-Arlington-Alexandria,US,o3,0.043,2020-04-07 20:00:00 UTC,ppm,AirNow,39.42276,-77.37519,1.0
Tingwick,QUEBEC,CA,o3,0.038,2020-04-07 19:00:00 UTC,ppm,AirNow,45.9075,-71.9492,1.0
Sultanbeyli-MTHM,İstanbul,TR,so2,4.0,2018-10-13 20:00:00 UTC,µg/m³,Turkey,40.98447,29.26881,1.0
Zielona Góra ul. Krótka,Zielona Góra,PL,no2,7.41697,2020-04-07 21:00:00 UTC,µg/m³,GIOS,51.93978,15.518861,
YPSILANTI,Ann Arbor,US,o3,0.040999999999999995,2020-04-07 20:00:00 UTC,ppm,AirNow,42.24,-83.5997,1.0
Olav V gate,Bodø,NO,no2,10.261188,2019-03-07 08:00:00 UTC,µg/m³,Norway,67.2755,14.419057,1.0
Yakima-4th Ave,Yakima,US,pm10,4.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,46.59495,-120.51228,1.0
Edmonton East,ALBERTA,CA,no2,0.003,2020-04-07 19:00:00 UTC,ppm,AirNow,53.5472,-113.3681,1.0
Bécancour (Aréna),QUEBEC,CA,pm25,1.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,46.35,-72.4333,1.0
Saltash Callington Road,Saltash,GB,pm10,14.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,50.411465,-4.227678,24.0
Lake Ilo,DUNN,US,o3,0.044000000000000004,2020-04-07 19:00:00 UTC,ppm,AirNow,47.34259,-102.645996,1.0
North Valley,Albuquerque,US,pm25,9.1,2020-01-16 13:00:00 UTC,µg/m³,AirNow,35.1878,-106.6039,1.0
ES1640A,Sevilla,ES,no2,5.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,37.342459999999996,-5.83372,1.0
Ogden #2,Ogden-Clearfield,US,pm25,5.6,2019-06-06 14:00:00 UTC,µg/m³,AirNow,41.2064,-111.9752,1.0
Bozoyuk-MTHM,Bilecik,TR,pm10,38.0,2018-10-13 20:00:00 UTC,µg/m³,Turkey,39.90395,30.05295,1.0
Maslak,İstanbul,TR,so2,0.0,2018-01-15 07:00:00 UTC,µg/m³,Turkey,41.101315,29.024492,1.0
Stillwater,Albany-Schenectady-Troy,US,o3,0.048,2020-04-07 19:00:00 UTC,ppm,AirNow,43.0122,-73.6492,1.0
Hobbs Jefferson,Hobbs,US,pm25,1.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,32.7267,-103.1233,1.0
Springville,TULARE,US,o3,0.035,2020-04-07 19:00:00 UTC,ppm,AirNow,36.1358,-118.8108,1.0
"Kalal Majra, Khanna - PPCB",A.S. College,IN,pm10,27.59,2020-04-07 20:45:00 UTC,µg/m³,caaqm,30.736055,76.209694,0.25
Collectorate - Gaya - BSPCB,Gaya,IN,pm25,105.0,2018-02-22 03:00:00 UTC,µg/m³,CPCB,24.74897,84.94384000000001,0.25
"Chhoti Gwaltoli, Indore - MPPCB",Indore,IN,pm25,78.0,2020-04-07 18:00:00 UTC,µg/m³,caaqm,22.430999999999997,75.5213,0.25
Bercut Dr,Sacramento--Arden-Arcade--Roseville,US,co,0.1,2020-04-07 20:00:00 UTC,ppm,AirNow,38.593327,-121.50373,1.0
Xinying,Yun-Chia-Nan,TW,so2,0.0017,2020-04-07 21:00:00 UTC,ppm,Taiwan,23.305634,120.31725,1.0
Atizapán,MEXICO STATE,MX,pm10,26.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,19.577,-99.2542,1.0
Wilgus,Huntington-Ashland,US,o3,0.047,2020-04-07 20:00:00 UTC,ppm,AirNow,38.62901,-82.45886,1.0
Ozanlar-MTHM,Sakarya,TR,no2,19.0,2018-10-13 20:00:00 UTC,µg/m³,Turkey,40.79072,30.39692,1.0
Sanyi,Chu-Miao,TW,pm25,12.0,2020-04-07 21:00:00 UTC,µg/m³,Taiwan,24.382942,120.758835,1.0
Rutgers University,New York-Northern New Jersey-Long Island,US,o3,0.052000000000000005,2020-04-07 19:00:00 UTC,ppm,AirNow,40.46218,-74.429436,1.0
Kamienna Góra,Kamienna Góra,PL,pm25,102.302,2020-04-07 21:00:00 UTC,µg/m³,GIOS,50.78808,16.035122,
Suzhou Jian Ce Lou,Suzhou,CN,pm10,71.0,2018-10-13 21:00:00 UTC,µg/m³,Suzhou,33.6481,116.9765,1.0
Başakşehir-MTHM,İstanbul,TR,pm10,44.0,2018-10-13 20:00:00 UTC,µg/m³,Turkey,41.09552,28.789859999999997,1.0
Sincan,Ankara,TR,no2,34.0,2018-10-13 21:00:00 UTC,µg/m³,Turkey,39.972034,32.585167,1.0
Stukely,QUEBEC,CA,o3,0.021,2016-09-12 15:00:00 UTC,ppm,AirNow,45.3656,-72.2656,1.0
"Vasai West, Mumbai - MPCB",Mumbai,IN,no2,20.55,2020-03-22 12:30:00 UTC,µg/m³,caaqm,19.3832,72.8204,0.25
Hartford-Huntley,Hartford-West Hartford-East Hartford,US,pm10,12.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,41.771442,-72.679924,1.0
Notre Dame,Cleveland-Elyria-Mentor,US,o3,0.045,2020-04-07 20:00:00 UTC,ppm,AirNow,41.515053,-81.24991,1.0
Santiago Acahualtepe,DISTRITO FEDERAL,MX,so2,0.0,2019-10-27 05:00:00 UTC,ppm,AirNow,19.3502,-99.1571,1.0
"Municipal Corporation Office, Dharuhera -  HSPCB",Dharuhera,IN,co,720.0,2020-04-07 20:15:00 UTC,µg/m³,caaqm,28.2068,76.7997,0.25
Edmonton Central,ALBERTA,CA,o3,0.045,2020-04-07 19:00:00 UTC,ppm,AirNow,53.5453,-113.4992,1.0
Glasgow Kerbside,Glasgow,GB,no2,22.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,55.85917,-4.258889,1.0
Springfield PM,Springfield,US,pm25,6.8,2020-04-07 20:00:00 UTC,µg/m³,AirNow,39.92882,-83.80949,1.0
תחנה:בני עטרות,שפלה פנימית,IL,co,0.8,2018-11-06 22:00:00 UTC,ppm,Israel,31.750159999999997,34.992779999999996,0.25
ROCKWELL,Salisbury,US,o3,0.051,2020-04-07 19:00:00 UTC,ppm,AirNow,35.55187,-80.39504000000001,1.0
Tochtermana,Radom,PL,o3,8.7,2017-01-08 07:00:00 UTC,µg/m³,Poland,51.399097,21.139166,1.0
E6: Estacion De Ffcc S. Roque,San Roque,ES,so2,8.0,2018-10-12 19:40:00 UTC,µg/m³,Andalucia,36.212047999999996,-5.430264,24.0
Aljarafe,Mairena Del Aljarafe,ES,so2,63.0,2018-10-12 21:50:00 UTC,µg/m³,Andalucia,37.34075,-6.042459,24.0
Nedre Storgate,Drammen,NO,pm10,6.8,2019-10-23 04:00:00 UTC,µg/m³,Norway,59.74333000000001,10.20595,1.0
Lompoc H Street,Santa Barbara-Santa Maria,US,pm25,-1.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,34.6378,-120.4567,1.0
Bermejales,Sevilla,ES,no2,35.0,2018-10-12 21:50:00 UTC,µg/m³,Andalucia,37.347190000000005,-5.979628,1.0
Victoria C87,Victoria,US,o3,0.027000000000000003,2020-04-07 20:00:00 UTC,ppm,AirNow,28.8358,-97.0056,1.0
Zgorzelec - Bohaterów Getta,Zgorzelec,PL,bc,1.97645,2020-04-07 21:00:00 UTC,µg/m³,GIOS,51.15039,15.008175,
Minidoka National Hi,JEROME,US,pm25,1.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,42.68,-114.2525,1.0
Cavaliere,Roma,IT,pm25,16.0,2020-04-03 22:00:00 UTC,µg/m³,ARPALAZIO,41.929382000000004,12.658363,24.0
CHI_COM,Chicago-Naperville-Joliet,US,pm25,27.8,2020-04-07 03:00:00 UTC,µg/m³,AirNow,41.7547,-87.7136,1.0
Bozoyuk-MTHM,Bilecik,TR,so2,-1.0,2018-10-13 20:00:00 UTC,µg/m³,Turkey,39.90395,30.05295,1.0
"Haldia, Haldia - WBPCB",Haldia,IN,no2,0.0,2020-01-27 07:45:00 UTC,µg/m³,caaqm,22.060470000000002,88.10973,0.25
South Fayette,Pittsburgh,US,o3,0.03,2020-03-29 03:00:00 UTC,ppm,AirNow,40.3819,-80.1856,1.0
"Rabindra Sarobar, Kolkata - WBPCB",Kolkata,IN,pm10,56.2,2020-04-07 17:45:00 UTC,µg/m³,caaqm,22.51106,88.35141999999999,0.25
"Hardev Nagar, Bathinda - PPCB",Bathinda ,IN,so2,0.0,2020-04-07 18:00:00 UTC,µg/m³,caaqm,30.233010999999998,74.90776,0.25
"Phase-4 GIDC, Vatva - GPCB",At Plot 511,IN,pm25,37.73,2020-04-07 18:45:00 UTC,µg/m³,caaqm,22.96961,72.6435,0.25
PASCAGOULA,Pascagoula,US,so2,0.001,2020-04-07 20:00:00 UTC,ppm,AirNow,30.3775,-88.5339,1.0
Schancheholen,Stavanger,NO,pm10,9.365972,2020-04-07 20:00:00 UTC,µg/m³,Norway,58.951878,5.721875,1.0
K-Koźle automat 1,Kędzierzyn-Koźle,PL,no2,53.494,2020-04-07 21:00:00 UTC,µg/m³,GIOS,50.34961,18.236573999999997,
Hukou,Chu-Miao,TW,no2,0.0079,2020-04-07 21:00:00 UTC,ppm,Taiwan,24.900143,121.03865,1.0
Vernal #4,UINTAH,US,no2,0.001,2020-04-07 19:00:00 UTC,ppm,AirNow,40.46472,-109.56083000000001,1.0
"Kurla, Mumbai - MPCB",Kurla,IN,o3,7.96,2020-04-07 18:00:00 UTC,µg/m³,caaqm,19.0863,72.8888,0.25
Lindon,Provo-Orem,US,pm25,3.5,2020-04-07 19:00:00 UTC,µg/m³,AirNow,40.3414,-111.7136,1.0
Chuzhou Jian Ce Zhan,Chuzhou,CN,so2,14.0,2018-10-13 21:00:00 UTC,µg/m³,Chuzhou,32.3061,118.3158,1.0
RIT,PHILADELPHIA,US,pm25,10.8,2020-04-07 20:00:00 UTC,µg/m³,AirNow,39.922515999999995,-75.18678,1.0
תחנה:קציר החדשה,חיפה וקריות,IL,o3,0.0503,2019-04-03 21:00:00 UTC,ppm,Israel,32.73827,35.03613,0.25
"Bielsko-Biała, ul. Kossak-Szczuckiej 19",Bielsko-Biała,PL,pm10,91.13,2020-04-07 20:00:00 UTC,µg/m³,GIOS,49.813465,19.027317,
Tlahuac,DISTRITO FEDERAL,MX,no2,0.005,2020-04-07 19:00:00 UTC,ppm,AirNow,19.2464,-99.01,1.0
Taoyuan,桃園市,TW,pm25,17.0,2020-04-07 21:00:00 UTC,µg/m³,Taiwan,24.995667,121.30442,1.0
Rochester,Rochester,US,pm25,22.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,43.9947,-92.4497,1.0
"Tarnów, ul. Bitwy pod Studziankami",Tarnów,PL,pm10,77.6026,2020-04-07 20:00:00 UTC,µg/m³,GIOS,50.02017,21.004168,
AM4 Gdynia Pogórze,Gdynia,PL,so2,4.16633,2020-04-07 20:00:00 UTC,µg/m³,GIOS,54.560837,18.493332000000002,
"Railway Colony, Guwahati - APCB",POLLUTION CONTROL BOARD ,IN,co,220.0,2020-04-07 18:00:00 UTC,µg/m³,caaqm,26.1445,91.7362,0.25
Pembroke Exchange St,MERRIMACK,US,so2,0.001,2020-04-07 20:00:00 UTC,ppm,AirNow,43.132459999999995,-71.458244,1.0
MNB,Ulaanbaatar,MN,so2,25.0,2019-03-13 22:30:00 UTC,µg/m³,Agaar.mn,47.929733,106.888626,
Bukhiin urguu,Ulaanbaatar,MN,so2,9.0,2019-03-13 22:00:00 UTC,µg/m³,Agaar.mn,47.917606,106.93736000000001,
Chuzhou Jian Ce Zhan,Chuzhou,CN,pm25,34.0,2018-10-13 21:00:00 UTC,µg/m³,Chuzhou,32.3061,118.3158,1.0
Szymbark,Szymbark,PL,pm10,44.1157,2020-04-07 21:00:00 UTC,µg/m³,GIOS,49.633713,21.116833,
San Francisco,San Francisco-Oakland-Fremont,US,no2,0.005,2020-04-07 19:00:00 UTC,ppm,AirNow,37.7658,-122.3978,1.0
"Wang Yen, Plaeng Yao",Chachoengsao,TH,so2,0.0,2020-04-07 20:00:00 UTC,ppm,Thailand,13.588554,101.28636,1.0
תחנה:ק.גברעם,גוש דן,IL,so2,0.0005,2019-04-03 21:00:00 UTC,ppm,Israel,32.13172,34.83194,0.25
Belfast Stockman's Lane,Belfast,GB,no2,29.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,54.572586,-5.974944,1.0
CARPENTER,Des Moines,US,o3,0.042,2020-04-07 20:00:00 UTC,ppm,AirNow,41.6031,-93.6433,1.0
Estación Seguridad P,GUANAJUATO,MX,co,1.61,2020-04-07 20:00:00 UTC,ppm,AirNow,20.518316,-100.81591,1.0
Harmani,Jajce,BA,co,1508.0,2016-11-27 11:00:00 UTC,µg/m³,Bosnia,44.343,17.268,1.0
Zhongming,臺中市,TW,co,0.19,2020-04-07 21:00:00 UTC,ppm,Taiwan,24.151958,120.64108999999999,1.0
Reno4,Reno-Sparks,US,no2,0.002,2020-04-07 20:00:00 UTC,ppm,AirNow,39.52192,-119.79543999999999,1.0
Yorkville,Atlanta-Sandy Springs-Marietta,US,pm25,2.2,2017-01-19 13:00:00 UTC,µg/m³,AirNow,33.9283,-85.0453,1.0
Øyekast,Grenland,NO,pm10,34.54,2017-02-03 08:00:00 UTC,µg/m³,Norway,59.1292,9.64217,1.0
Selimiye,İstanbul,TR,co,2404.0,2018-06-12 11:00:00 UTC,µg/m³,Turkey,41.003820000000005,29.026915000000002,1.0
TRURO,Barnstable Town,US,o3,0.044000000000000004,2020-04-07 19:00:00 UTC,ppm,AirNow,41.9756,-70.0239,1.0
"Gole Bazar, Katni - MPPCB",Katni,IN,co,500.0,2020-04-07 18:00:00 UTC,µg/m³,caaqm,23.50016,80.23284,0.25
Cottonwood E-sampler,IDAHO,US,pm25,3.5,2020-04-07 20:00:00 UTC,µg/m³,AirNow,46.06132,-116.3467,1.0
"Police Commissionerate, Jaipur - RSPCB",Jaipur,IN,pm25,43.4,2020-04-07 20:45:00 UTC,µg/m³,caaqm,26.916409,75.79949,0.25
Breivoll,Oslo,NO,pm25,6.9394445000000005,2018-05-28 09:00:00 UTC,µg/m³,Norway,59.9211,10.83363,1.0
El Capitan,Santa Barbara-Santa Maria,US,pm10,3.0,2019-03-04 17:00:00 UTC,µg/m³,AirNow,34.4625,-120.0244,1.0
Taoyuan,桃園市,TW,pm10,24.0,2020-04-07 21:00:00 UTC,µg/m³,Taiwan,24.995667,121.30442,1.0
Huainan Pan Ji Qu Zheng Fu,Huainan,CN,pm10,77.0,2018-10-13 21:00:00 UTC,µg/m³,Huainan,32.7639,116.8028,1.0
Wood Buffalo Park,NORTHWEST TERRITORIES,CA,o3,0.04,2020-04-07 20:00:00 UTC,ppm,AirNow,60.1465,-113.63768999999999,1.0
Birmingham Tyburn,Birmingham,GB,pm10,5.0,2017-06-06 13:00:00 UTC,µg/m³,DEFRA,52.511722999999996,-1.830583,24.0
ES0893A,Cádiz,ES,no2,8.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,36.1821,-5.41141,1.0
ES1479A,Cádiz,ES,no2,1.0,2020-03-30 18:00:00 UTC,µg/m³,EEA Spain,36.50602,-6.2685699999999995,1.0
Yukon,Oklahoma City,US,no2,0.004,2017-10-31 10:00:00 UTC,ppm,AirNow,35.4794,-97.7508,1.0
Clinton C403/C304/AH113,Houston,US,no2,0.0052,2016-03-06 19:00:00 UTC,ppm,Texas,29.733727000000002,-95.25759000000001,1.0
TECUMSEH,Adrian,US,pm25,7.7,2020-04-07 20:00:00 UTC,µg/m³,AirNow,41.9956,-83.9467,1.0
AM1 Gdańsk Śródmieście,Gdańsk,PL,co,318.243,2020-04-07 20:00:00 UTC,µg/m³,GIOS,54.353336,18.635282999999998,
MILWAUKEE 16TH ST,Milwaukee-Waukesha-West Allis,US,o3,0.025,2019-10-16 16:00:00 UTC,ppm,AirNow,43.0178,-87.9333,1.0
Sincan,Ankara,TR,so2,10.0,2018-10-13 21:00:00 UTC,µg/m³,Turkey,39.972034,32.585167,1.0
Armutlu-MTHM,Yalova,TR,o3,65.0,2018-10-13 20:00:00 UTC,µg/m³,Turkey,40.52935,28.78459,1.0
York Fishergate,York,GB,no2,26.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,53.95189,-1.075861,1.0
Lake Ilo,DUNN,US,no2,0.0,2020-04-07 19:00:00 UTC,ppm,AirNow,47.34259,-102.645996,1.0
Santa Fe,DISTRITO FEDERAL,MX,so2,0.003,2020-04-07 19:00:00 UTC,ppm,AirNow,19.3573,-99.2628,1.0
MT00007,Gharb,MT,pm25,24.4,2019-12-12 16:00:00 UTC,µg/m³,EEA Malta,36.06707,14.197153,1.0
Wanhua,North,TW,pm25,9.0,2020-04-07 21:00:00 UTC,µg/m³,Taiwan,25.046503,121.50797,1.0
ES2007A,Murcia,ES,pm10,12.0,2020-04-06 14:00:00 UTC,µg/m³,EEA Spain,37.574444,-0.9266667,1.0
Derry Rosemount,Derry,GB,pm10,18.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,55.00281999999999,-7.331179,24.0
Cornwall,Torrington,US,pm25,3.7,2020-04-07 20:00:00 UTC,µg/m³,AirNow,41.8331,-73.3033,1.0
Tolgoit,Ulaanbaatar,MN,o3,87.0,2018-08-10 05:00:00 UTC,µg/m³,Agaar.mn,47.922497,106.79481000000001,
Misheel expo,Ulaanbaatar,MN,no2,4.0,2019-03-10 21:00:00 UTC,µg/m³,Agaar.mn,47.89434,106.88247,
Doğankent,Adana,TR,so2,0.0,2018-10-13 21:00:00 UTC,µg/m³,Turkey,36.854534,35.349144,1.0
Toufen,Chu-Miao,TW,o3,0.034,2020-04-07 21:00:00 UTC,ppm,Taiwan,24.696968,120.898575,1.0
"Wiang, Mueang",Chiang Rai,TH,co,1.18,2020-04-07 20:00:00 UTC,ppm,Thailand,19.909243,99.82336,1.0
Huaibei Zhi Ye Ji Zhu Xue Yuan,Huaibei,CN,so2,9.0,2018-10-13 21:00:00 UTC,µg/m³,Huaibei,33.9461,116.7844,1.0
"Sector-2 Industrial Area, Pithampur - MPPCB",Plot no.- 57,IN,co,1430.0,2020-04-07 21:00:00 UTC,µg/m³,caaqm,22.624758,75.67524,0.25
Suzhou Huo Che Zhan,Suzhou,CN,pm25,39.0,2018-10-13 21:00:00 UTC,µg/m³,Suzhou,33.63064,116.98899999999999,1.0
Hawthorne,Salt Lake City,US,pm25,2.5,2020-04-07 19:00:00 UTC,µg/m³,AirNow,40.7335,-111.8717,1.0
תחנה:מחנה נתן,שרון,IL,no2,0.0116,2019-04-03 21:00:00 UTC,ppm,Israel,32.56566,35.01997,0.25
Convent,ST. JAMES,US,o3,0.018000000000000002,2020-04-07 20:00:00 UTC,ppm,AirNow,29.995,-90.8172,1.0
MMMT10005,MT1,US,pm25,140.0,2017-08-28 13:00:00 UTC,µg/m³,AirNow,46.955996999999996,-112.655396,1.0
Portland - SE Lafaye,Portland-Vancouver-Beaverton,US,o3,0.043,2020-04-07 20:00:00 UTC,ppm,AirNow,45.49664,-122.602875,1.0
Sawgrass Lake Park,PINELLAS,US,no2,0.004,2020-04-07 19:00:00 UTC,ppm,AirNow,27.83441,-82.66525,1.0
PARR,Little Rock-North Little Rock,US,o3,0.022000000000000002,2020-04-07 17:00:00 UTC,ppm,AirNow,34.7561,-92.2758,1.0
St.Croix,Fredrikstad,NO,pm10,12.0,2020-04-04 16:00:00 UTC,µg/m³,Norway,59.2103,10.9454,1.0
Lizard Tail,Bishop,US,pm10,3.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,36.5432,-117.9418,1.0
Doboj,Kakanj,BA,co,496.0,2018-10-13 21:00:00 UTC,µg/m³,Bosnia2,44.11600000000001,18.113,1.0
NORTHBRK,Chicago-Naperville-Joliet,US,pm25,13.3,2020-04-07 19:00:00 UTC,µg/m³,AirNow,42.1406,-87.7994,1.0
Victoria Memorial - WBPCB,Kolkata,IN,o3,28.9,2017-10-18 03:15:00 UTC,µg/m³,CPCB,22.572645,88.36389,0.25
Peshawar,,PK,pm25,69.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,34.00585,71.53775,1.0
"Knowledge Park - III, Greater Noida - UPPCB",Gate No.3,IN,co,1100.0,2020-04-07 21:00:00 UTC,µg/m³,caaqm,28.472720000000002,77.482,0.25
"Goczałkowice Zdrój, ul. Parkowa",Goczałkowice-Zdrój,PL,bc,5.2488,2020-04-07 21:00:00 UTC,µg/m³,GIOS,49.93785,18.975594,
"Pluak Daeng, Pluak Daeng",Rayong,TH,so2,0.0,2020-04-07 20:00:00 UTC,ppm,Thailand,12.97378,101.212845,1.0
Jeffersonville - Bat,CLARK,US,pm25,11.5,2020-04-07 20:00:00 UTC,µg/m³,AirNow,38.288193,-85.74134000000001,1.0
Anqing Lian Fu Hua Yuan,Anqing,CN,o3,61.0,2018-08-16 04:00:00 UTC,µg/m³,Anqing,30.5489,117.0486,1.0
Guidonia,Roma,IT,pm25,15.0,2020-04-03 22:00:00 UTC,µg/m³,ARPALAZIO,41.995678000000005,12.726371,24.0
MNB,Ulaanbaatar,MN,o3,28.0,2018-10-19 09:30:00 UTC,µg/m³,Agaar.mn,47.929733,106.888626,
Merced,DISTRITO FEDERAL,MX,o3,0.07400000000000001,2020-04-07 19:00:00 UTC,ppm,AirNow,19.4246,-99.1195,1.0
Pristina,,KV,pm25,15.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,42.661995000000005,21.15055,1.0
"Sector- 16A, Faridabad - HSPCB",Faridabad,IN,so2,10.22,2020-04-07 21:00:00 UTC,µg/m³,caaqm,28.408842,77.30990600000001,0.25
Sandve,Sandve,NO,o3,73.0,2020-04-07 20:00:00 UTC,µg/m³,Norway,59.197219999999994,5.20148,1.0
MUSKEGON,Muskegon-Norton Shores,US,o3,0.033,2020-04-07 20:00:00 UTC,ppm,AirNow,43.2781,-86.3111,1.0
ES1800A,Córdoba,ES,o3,43.0,2020-04-03 08:00:00 UTC,µg/m³,EEA Spain,37.90274,-4.77958,1.0
Amgalan,Ulaanbaatar,MN,pm25,181.0,2019-03-13 22:30:00 UTC,µg/m³,Agaar.mn,47.91343,106.99791,
West Los Angeles - V,Los Angeles-Long Beach-Santa Ana,US,no2,0.006999999999999999,2020-04-07 20:00:00 UTC,ppm,AirNow,34.051097999999996,-118.45638000000001,1.0
Houston Park Place C,Houston-Sugar Land-Baytown,US,pm25,3.9,2016-03-28 06:00:00 UTC,µg/m³,AirNow,29.686390000000003,-95.29472,1.0
Eskdalemuir,Eskdalemuir,GB,no2,2.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,55.31531,-3.206111,1.0
Speedwell,CLAIBORNE,US,o3,0.048,2020-04-07 19:00:00 UTC,ppm,AirNow,36.47,-83.83,1.0
Lublin-Podmiejska,Wilczopole,PL,o3,61.4,2020-04-07 21:00:00 UTC,µg/m³,GIOS,51.163544,22.598608,
"Udyogamandal, Eloor - Kerala PCB",Eloor,IN,pm25,37.11,2020-04-07 17:45:00 UTC,µg/m³,caaqm,10.073232,76.30276500000001,0.25
Reno4,Reno-Sparks,US,co,0.09,2020-04-07 20:00:00 UTC,ppm,AirNow,39.52192,-119.79543999999999,1.0
ES2025A,Las Palmas,ES,o3,53.0,2020-04-06 16:00:00 UTC,µg/m³,EEA Spain,28.506159999999998,-13.84898,1.0
"Shyam Nagar, Palwal - HSPCB",Palwal ,IN,pm25,26.39,2020-04-07 18:45:00 UTC,µg/m³,caaqm,28.148556,77.33207,0.25
Gołuchów Ujęcie Wody,Gołuchów,PL,pm10,65.6,2020-04-07 20:00:00 UTC,µg/m³,GIOS,50.621483000000005,20.614058,
Seattle-Beacon Hill,Seattle-Tacoma-Bellevue,US,so2,0.001,2020-04-07 19:00:00 UTC,ppm,AirNow,47.568236999999996,-122.308624,1.0
Hefei Dong Pu Shui Ku,Hefei,CN,co,812.0,2018-10-13 21:00:00 UTC,µg/m³,Hefei,31.9051,117.16,1.0
Tultitlán,MEXICO STATE,MX,so2,0.004,2019-10-27 05:00:00 UTC,ppm,AirNow,19.6025,-99.1771,1.0
Santa Cruz AMS,Santa Cruz-Watsonville,US,o3,0.037000000000000005,2020-04-01 15:00:00 UTC,ppm,AirNow,36.98332,-121.98822,1.0
Marysville-7th Ave,Seattle-Tacoma-Bellevue,US,pm25,10.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,48.055,-122.1758,1.0
Ascarate Park Southe,El Paso,US,o3,0.042,2020-04-07 20:00:00 UTC,ppm,AirNow,31.7467,-106.4028,1.0
Chizhou Lao Gan Bu Ju,Chizhou,CN,co,723.0,2018-08-24 06:00:00 UTC,µg/m³,Chizhou,30.66,117.49,1.0
Indian River Lagoon,Vero Beach,US,o3,0.044000000000000004,2020-04-07 19:00:00 UTC,ppm,AirNow,27.8492,-80.4554,1.0
Lunbei,Yun-Chia-Nan,TW,pm10,30.0,2020-04-07 21:00:00 UTC,µg/m³,Taiwan,23.757547,120.34873999999999,1.0
"Govt. High School Shikarpur, Patna - BSPCB",Patna,IN,pm25,71.96,2020-04-07 20:45:00 UTC,µg/m³,caaqm,25.592539000000002,85.22716,0.25
Hospital General de,DISTRITO FEDERAL,MX,o3,0.084,2020-04-07 19:00:00 UTC,ppm,AirNow,19.4116,-99.1522,1.0
TUPELOAP,Tupelo,US,o3,0.035,2020-04-07 20:00:00 UTC,ppm,AirNow,34.2633,-88.7597,1.0
תחנה:כביש 4,שפלה פנימית,IL,no2,0.0326,2019-04-03 21:00:00 UTC,ppm,Israel,31.8929,34.9954,0.25
תחנה:ארז,אילת,IL,o3,0.0087,2019-04-03 21:00:00 UTC,ppm,Israel,29.554578999999997,34.94873,0.25
"RIMT University, Mandi Gobindgarh - PPCB",Mandi Gobindgarh,IN,no2,0.0,2020-04-06 12:45:00 UTC,µg/m³,caaqm,30.649960999999998,76.33144,0.25
Edmonton Central,ALBERTA,CA,pm25,0.2,2020-04-07 19:00:00 UTC,µg/m³,AirNow,53.5453,-113.4992,1.0
Nowa Ruda - Jeziorna,Nowa Ruda,PL,pm10,182.696,2020-04-07 20:00:00 UTC,µg/m³,GIOS,50.581493,16.498245,
AM15 Malbork Mickiewicza,Malbork,PL,so2,8.04528,2020-04-07 21:00:00 UTC,µg/m³,GIOS,54.031245999999996,19.0329,
